title,dosage_form,manufacturer,strength,price,url
Acetram,Tablet,Square Pharmaceuticals Ltd.,325 mg+37.5 mg,Unit Price : ৳ 8.03,https://medex.com.bd/brands/10764/acetram-325mg
ACF,Tablet,Decent Pharma Laboratories Ltd.,100 mg,Unit Price : ৳ 4.00,https://medex.com.bd/brands/5/acf-100mg
Acflam,Tablet,Apollo Pharmaceutical Ltd.,100 mg,Unit Price : ৳ 4.00,https://medex.com.bd/brands/22/acflam-100mg
ACI ORS,Oral Powder,ACI Limited,10.25 gm,Unit Price : ৳ 5.00,https://medex.com.bd/brands/23195/aci-ors-1025gm
ACI ORS Fruity,Oral Powder,ACI Limited,,Unit Price : ৳ 5.00,https://medex.com.bd/brands/23204/aci-ors-fruity
Acicaft,Ophthalmic Solution,ACI Limited,0.25%,"5 ml drop :
            
                                    ৳ 400.00",https://medex.com.bd/brands/27533/acicaft-025
Acical,Tablet,ACI Limited,500 mg,Unit Price : ৳ 4.01,https://medex.com.bd/brands/14265/acical-500mg
Acical JR,Chewable Tablet,ACI Limited,250 mg,Unit Price : ৳ 3.01,https://medex.com.bd/brands/14343/acical-jr-250mg
Acical-C,Effervescent Tablet,ACI Limited,1000 mg+327 mg+500 mg,Unit Price : ৳ 11.03,https://medex.com.bd/brands/14388/acical-c-1000mg
Acical-D,Tablet,ACI Limited,500 mg+200 IU,Unit Price : ৳ 7.00,https://medex.com.bd/brands/14400/acical-d-500mg
Acical-DX,Effervescent Tablet,ACI Limited,600 mg+400 IU,Unit Price : ৳ 15.00,https://medex.com.bd/brands/26322/acical-dx-600mg
Acical-M,Tablet,ACI Limited,,Unit Price : ৳ 7.00,https://medex.com.bd/brands/32195/acical-m
Acical-MX,Effervescent Tablet,ACI Limited,,Unit Price : ৳ 20.00,https://medex.com.bd/brands/26323/acical-mx
Acicef Vet,IM Injection,ACI Limited,500 mg/vial,"500 mg vial :
            
                                    ৳ 98.00",https://medex.com.bd/brands/31768/acicef-vet-500mg
Acicef Vet,IM Injection,ACI Limited,2 gm/vial,"2 gm vial :
            
                                    ৳ 260.80",https://medex.com.bd/brands/31766/acicef-vet-2gm
Acicef Vet,IM Injection,ACI Limited,1 gm/vial,"1 gm vial :
            
                                    ৳ 143.43",https://medex.com.bd/brands/31765/acicef-vet-1gm
Acicef Vet,IV Injection,ACI Limited,2 gm/vial,"2 gm vial :
            
                                    ৳ 270.90",https://medex.com.bd/brands/31767/acicef-vet-2gm
Aciclon,Ophthalmic Ointment,Reman Drug Laboratories Ltd.,3%,"3 gm tube :
            
                                    ৳ 60.00",https://medex.com.bd/brands/232/aciclon-3
Acicot,Ophthalmic Solution,ACI Limited,0.1%,"5 ml drop :
            
                                    ৳ 65.00",https://medex.com.bd/brands/15754/acicot-01
Acidron,IV Infusion,ACI Limited,4 mg/5 ml,"4 mg vial :
            
                                    ৳ 5,000.00",https://medex.com.bd/brands/31532/acidron-4mg
Acidrox M,Chewable Tablet,Syntho Laboratories Ltd.,400 mg,Unit Price : ৳ 1.00,https://medex.com.bd/brands/16576/acidrox-m-400mg
Acifix,Tablet (Enteric Coated),Beximco Pharmaceuticals Ltd.,20 mg,Unit Price : ৳ 7.00,https://medex.com.bd/brands/30332/acifix-20mg
Acifix,Capsule (Delayed Release),Beximco Pharmaceuticals Ltd.,20 mg,Unit Price : ৳ 8.00,https://medex.com.bd/brands/2256/acifix-20mg
Aciflox,Tablet,ACI Limited,200 mg,Unit Price : ৳ 12.00,https://medex.com.bd/brands/9659/aciflox-200mg
Acigent Vet,Injection,ACI Limited,100 mg/ml,"10 ml vial :
            
                                    ৳ 45.32",https://medex.com.bd/brands/31769/acigent-vet-100mg
Acilog,SC Injection,ACI Limited,100 IU/ml,"3 ml vial :
            
                                    ৳ 450.00",https://medex.com.bd/brands/16776/acilog-100iu
Acilog,SC Injection,ACI Limited,100 IU/ml,"3 ml BioPen :
            
                                    ৳ 825.00",https://medex.com.bd/brands/27535/acilog-100iu
Acilog Mix,SC Injection,ACI Limited,30%+70%,"3 ml biopen :
            
                                    ৳ 825.00",https://medex.com.bd/brands/27536/acilog-mix-3070
Acilog Mix,SC Injection,ACI Limited,30%+70%,"3 ml vial :
            
                                    ৳ 450.00",https://medex.com.bd/brands/16830/acilog-mix-3070
Acimec,SC Injection,ACI Limited,10 mg/ml,"5 ml vial :
            
                                    ৳ 60.40",https://medex.com.bd/brands/31770/acimec-10mg
Acimetro-Vet,Bolus Tablet,ACI Limited,2000 mg,Unit Price : ৳ 4.47,https://medex.com.bd/brands/31771/acimetro-vet-2000mg
Acimox DS Vet,Injection,ACI Limited,2 gm/10 ml,"2 gm vial :
            
                                    ৳ 100.38",https://medex.com.bd/brands/31773/acimox-ds-vet-2gm
Acimox Vet,Injection,ACI Limited,1 gm/10 ml,"1 gm vial :
            
                                    ৳ 67.00",https://medex.com.bd/brands/31772/acimox-vet-1gm
Acin,Tablet,Biopharma Laboratories Ltd.,150 mg,Unit Price : ৳ 2.02,https://medex.com.bd/brands/1676/acin-150mg
Acin,Syrup,Biopharma Laboratories Ltd.,75 mg/5 ml,"100 ml bottle :
            
                                    ৳ 45.30",https://medex.com.bd/brands/1678/acin-75mg
Acinex Vet,Bolus Tablet,ACI Limited,900 mg,Unit Price : ৳ 15.05,https://medex.com.bd/brands/31774/acinex-vet-900mg
Acipam,Tablet,Ibn Sina Pharmaceuticals Ltd.,10 mg,Unit Price : ৳ 10.00,https://medex.com.bd/brands/4483/acipam-10mg
Acipam,Tablet,Ibn Sina Pharmaceuticals Ltd.,5 mg,Unit Price : ৳ 5.50,https://medex.com.bd/brands/4482/acipam-5mg
Aciphin,IV Injection,ACI Limited,1 gm/vial,"1 gm vial :
            
                                    ৳ 191.29",https://medex.com.bd/brands/7915/aciphin-1gm
Aciphin,IV Injection,ACI Limited,500 mg/vial,"500 mg vial :
            
                                    ৳ 130.39",https://medex.com.bd/brands/7914/aciphin-500mg
Aciphin,IV Injection,ACI Limited,2 gm/vial,"2 gm vial :
            
                                    ৳ 302.04",https://medex.com.bd/brands/7916/aciphin-2gm
Aciphin,IV Injection,ACI Limited,250 mg/vial,"250 mg vial :
            
                                    ৳ 100.30",https://medex.com.bd/brands/7913/aciphin-250mg
Aciphin,IM Injection,ACI Limited,250 mg/vial,"250 mg vial :
            
                                    ৳ 100.30",https://medex.com.bd/brands/7910/aciphin-250mg
Aciphin,IM Injection,ACI Limited,1 gm/vial,"1 gm vial :
            
                                    ৳ 191.29",https://medex.com.bd/brands/7912/aciphin-1gm
Aciphin,IM Injection,ACI Limited,500 mg/vial,"500 mg vial :
            
                                    ৳ 130.39",https://medex.com.bd/brands/7911/aciphin-500mg
Acipilline,IM/IV Injection,ACI Limited,2 gm/vial,"2 gm vial :
            
                                    ৳ 50.00",https://medex.com.bd/brands/31775/acipilline-2gm
AciPlex Vet,Oral Solution,ACI Limited,,"100 ml bottle :
            
                                    ৳ 60.00",https://medex.com.bd/brands/31776/aciplex-vet
Acitamol Vet,Bolus Tablet,ACI Limited,2000 mg,Unit Price : ৳ 2.25,https://medex.com.bd/brands/31777/acitamol-vet-2000mg
Acitol-B12,IM/SC Injection,ACI Limited,(200 mg+50 mcg)/ml,"10 ml vial :
            
                                    ৳ 50.35",https://medex.com.bd/brands/31778/acitol-b12-200mg
Acitrin,Tablet,ACI Limited,10 mg,Unit Price : ৳ 3.01,https://medex.com.bd/brands/11908/acitrin-10mg
Acitrin,Syrup,ACI Limited,5 mg/5 ml,"60 ml bottle :
            
                                    ৳ 30.09",https://medex.com.bd/brands/11909/acitrin-5mg
Acitrin,Pediatric Drops,ACI Limited,2.5 mg/ml,"15 ml bottle :
            
                                    ৳ 25.08",https://medex.com.bd/brands/11910/acitrin-25mg
Acitrin-L,Tablet,ACI Limited,5 mg,Unit Price : ৳ 3.01,https://medex.com.bd/brands/12153/acitrin-l-5mg
Acitrin-L,Oral Solution,ACI Limited,2.5 mg/5 ml,"60 ml bottle :
            
                                    ৳ 55.00",https://medex.com.bd/brands/12154/acitrin-l-25mg
Acivet Cipro,Bolus Tablet,ACI Limited,1000 mg,Unit Price : ৳ 19.80,https://medex.com.bd/brands/31780/acivet-cipro-1000mg
Acivet Cipro,IM/IV Injection,ACI Limited,50 mg/ml,"10 ml vial :
            
                                    ৳ 35.00",https://medex.com.bd/brands/31779/acivet-cipro-50mg
Acivit-ADE,Oral Solution,ACI Limited,(100000 IU+20000 IU+20 mg)/ml,"500 ml bottle :
            
                                    ৳ 850.00",https://medex.com.bd/brands/31781/acivit-ade-100000iu
Acivit-ADE,IM/SC Injection,ACI Limited,(500000 IU+75000 IU+50 mg)/ml,"10 ml vial :
            
                                    ৳ 120.36",https://medex.com.bd/brands/31782/acivit-ade-500000iu
Aclasta,IV Infusion,SANDOZ (A Novartis Division),5 mg/100 ml,"100 ml bottle :
            
                                    ৳ 33,927.98",https://medex.com.bd/brands/14946/aclasta-5mg
Aclene,Cream,Drug International Ltd.,0.1%,"10 gm tube :
            
                                    ৳ 60.00",https://medex.com.bd/brands/168/aclene-01
Aclene Plus,Gel,Drug International Ltd.,0.1%+2.5%,"10 gm tube :
            
                                    ৳ 150.00",https://medex.com.bd/brands/17440/aclene-plus-0125
Acliz,Chewable Tablet,Aristopharma Ltd.,50 mg,Unit Price : ৳ 2.50,https://medex.com.bd/brands/4606/acliz-50mg
Acliz Plus,Tablet,Aristopharma Ltd.,25 mg+50 mg,Unit Price : ৳ 3.00,https://medex.com.bd/brands/4624/acliz-plus-25mg
Aclo,Tablet,Alco Pharma Ltd.,100 mg,Unit Price : ৳ 4.00,https://medex.com.bd/brands/23/aclo-100mg
Aclobet,Ointment,ACME Laboratories Ltd.,0.05%,"10 gm tube :
            
                                    ৳ 50.14",https://medex.com.bd/brands/12558/aclobet-005
Aclobet,Cream,ACME Laboratories Ltd.,0.05%,"10 gm tube :
            
                                    ৳ 45.13",https://medex.com.bd/brands/12557/aclobet-005
Aclobet-N,Ointment,ACME Laboratories Ltd.,(0.5 mg+5 mg+1 Lac IU)/gm,"15 gm tube :
            
                                    ৳ 65.45",https://medex.com.bd/brands/12613/aclobet-n-05mg
Aclobet-N,Cream,ACME Laboratories Ltd.,(0.5 mg+5 mg+1 Lac IU)/gm,"15 gm tube :
            
                                    ৳ 60.18",https://medex.com.bd/brands/12612/aclobet-n-05mg
Aclonac,Tablet,Pharmasia Limited,100 mg,Unit Price : ৳ 4.00,https://medex.com.bd/brands/24/aclonac-100mg
Aclopain,Tablet,Jenphar Bangladesh Ltd.,100 mg,Unit Price : ৳ 4.00,https://medex.com.bd/brands/25/aclopain-100mg
Aclosol,Cream,Ad-din Pharmaceuticals Ltd.,0.05%,"10 gm tube :
            
                                    ৳ 45.00",https://medex.com.bd/brands/19431/aclosol-005
Aclovix,Tablet,Aexim Pharmaceuticals Ltd.,100 mg,Unit Price : ৳ 2.50,https://medex.com.bd/brands/26/aclovix-100mg
Acme's Basok,Syrup,ACME Laboratories Ltd.,,"100 ml bottle :
            
                                    ৳ 65.00",https://medex.com.bd/brands/29707/acmes-basok
Acme's Chyabanprash,Oral Suspension,ACME Laboratories Ltd.,,"100 gm container :
            
                                    ৳ 110.00",https://medex.com.bd/brands/29708/acmes-chyabanprash
Acme's Dextrose,IV Infusion,ACME Laboratories Ltd.,5%,"500 ml bag :
            
                                    ৳ 71.30",https://medex.com.bd/brands/14861/acmes-dextrose-5
Acme's Dextrose DS,IV Infusion,ACME Laboratories Ltd.,10%,"500 ml bag :
            
                                    ৳ 78.20",https://medex.com.bd/brands/14856/acmes-dextrose-ds-10
Acme's DNS,IV Infusion,ACME Laboratories Ltd.,0.9%+5%,"500 ml bag :
            
                                    ৳ 75.89",https://medex.com.bd/brands/24580/acmes-dns-095
Acme's Hartmann Solution,IV Infusion,ACME Laboratories Ltd.,,"500 ml bag :
            
                                    ৳ 71.30",https://medex.com.bd/brands/17351/acmes-hartmann-solution
Acme's Mannitol,IV Infusion,ACME Laboratories Ltd.,20%,"500 ml bottle :
            
                                    ৳ 155.47",https://medex.com.bd/brands/21972/acmes-mannitol-20
Acme's Milk of Magnesia,Oral Suspension,ACME Laboratories Ltd.,400 mg/5 ml,"114 ml bottle :
            
                                    ৳ 60.18",https://medex.com.bd/brands/21944/acmes-milk-of-magnesia-400mg
Acme's Milk of Magnesia Plus,Oral Emulsion,ACME Laboratories Ltd.,(300 mg+1.25 ml)/5 ml,"120 ml bottle :
            
                                    ৳ 95.29",https://medex.com.bd/brands/26520/acmes-milk-of-magnesia-plus-300mg
Acme's ORS,Oral Powder,ACME Laboratories Ltd.,13.95 gm,Unit Price : ৳ 5.00,https://medex.com.bd/brands/23196/acmes-ors-1395gm
Acme's Spirulina,Capsule,ACME Laboratories Ltd.,450 mg,Unit Price : ৳ 4.00,https://medex.com.bd/brands/29709/acmes-spirulina-450mg
Acmecilin,Capsule,ACME Laboratories Ltd.,250 mg,Unit Price : ৳ 3.34,https://medex.com.bd/brands/940/acmecilin-250mg
Acmecilin,Oral Suspension,ACME Laboratories Ltd.,125 mg/5 ml,"100 ml bottle :
            
                                    ৳ 39.71",https://medex.com.bd/brands/939/acmecilin-125mg
Acmecilin,Injection,ACME Laboratories Ltd.,250 mg/vial,"250 mg vial :
            
                                    ৳ 19.43",https://medex.com.bd/brands/941/acmecilin-250mg
Acmecilin,Injection,ACME Laboratories Ltd.,500 mg/vial,"500 mg vial :
            
                                    ৳ 27.32",https://medex.com.bd/brands/942/acmecilin-500mg
Acmegra,Tablet,ACME Laboratories Ltd.,50 mg,Unit Price : ৳ 27.09,https://medex.com.bd/brands/6043/acmegra-50mg
Acmegra,Tablet,ACME Laboratories Ltd.,100 mg,Unit Price : ৳ 45.13,https://medex.com.bd/brands/6044/acmegra-100mg
Acmegra,Tablet,ACME Laboratories Ltd.,25 mg,Unit Price : ৳ 18.06,https://medex.com.bd/brands/6042/acmegra-25mg
Acmina,Syrup,ACME Laboratories Ltd.,,"200 ml bottle :
            
                                    ৳ 60.00",https://medex.com.bd/brands/29710/acmina
ACN,Tablet,Modern Pharmaceuticals Ltd.,100 mg,Unit Price : ৳ 4.00,https://medex.com.bd/brands/6/acn-100mg
Acne-Aid,Medicated Bar,GlaxoSmithKline,6.3%,"100 gm bar :
            
                                    ৳ 315.00",https://medex.com.bd/brands/12777/acne-aid-63
Acne-Aid,Liquid Cleanser Soap,GlaxoSmithKline,2%,"150 ml bottle :
            
                                    ৳ 649.00",https://medex.com.bd/brands/12778/acne-aid-2
Acnegel,Gel,ACME Laboratories Ltd.,0.1%+2.5%,"10 gm tube :
            
                                    ৳ 160.48",https://medex.com.bd/brands/176/acnegel-0125
Acnesone,Gel,Incepta Pharmaceuticals Ltd.,7.5%,"15 gm tube :
            
                                    ৳ 150.00",https://medex.com.bd/brands/30844/acnesone-75
Acora,Tablet,ACI Limited,90 mg,Unit Price : ৳ 75.00,https://medex.com.bd/brands/16718/acora-90mg
Acorex,Syrup,Apex Pharmaceuticals Ltd.,15 mg/5 ml,"100 ml bottle :
            
                                    ৳ 40.00",https://medex.com.bd/brands/532/acorex-15mg
Acos,Tablet,Radiant Pharmaceuticals Ltd.,500 mg,Unit Price : ৳ 55.17,https://medex.com.bd/brands/8540/acos-500mg
Acos,Powder for Suspension,Radiant Pharmaceuticals Ltd.,200 mg/5 ml,"30 ml bottle :
            
                                    ৳ 175.53",https://medex.com.bd/brands/8541/acos-200mg
Acryth,Powder for Suspension,Monicopharma Ltd.,125 mg/5 ml,"100 ml bottle :
            
                                    ৳ 60.00",https://medex.com.bd/brands/8424/acryth-125mg
Act,Pediatric Drops,Ambee Pharmaceuticals Ltd.,80 mg/ml,"15 ml bottle :
            
                                    ৳ 12.31",https://medex.com.bd/brands/28018/act-80mg
Act,Tablet,Ambee Pharmaceuticals Ltd.,500 mg,Unit Price : ৳ 0.80,https://medex.com.bd/brands/10393/act-500mg
Act,Oral Suspension,Ambee Pharmaceuticals Ltd.,120 mg/5 ml,"60 ml bottle :
            
                                    ৳ 20.56",https://medex.com.bd/brands/28017/act-120mg
Act Plus,Tablet,Ambee Pharmaceuticals Ltd.,500 mg+65 mg,Unit Price : ৳ 2.00,https://medex.com.bd/brands/10394/act-plus-500mg
Actemra,IV Infusion,Roche Bangladesh Ltd.,80 mg/4 ml,"4 ml vial :
            
                                    ৳ 8,700.00",https://medex.com.bd/brands/11673/actemra-80mg
Actemra,IV Infusion,Roche Bangladesh Ltd.,400 mg/20 ml,"20 ml vial :
            
                                    ৳ 43,500.00",https://medex.com.bd/brands/29458/actemra-400mg
Actemra,SC Injection,Roche Bangladesh Ltd.,162 mg/0.9 ml,"0.9 ml pre-filled syringe :
            
                                    ৳ 14,950.00",https://medex.com.bd/brands/26083/actemra-162mg
Actemra,IV Infusion,Roche Bangladesh Ltd.,200 mg/10 ml,"10 ml vial :
            
                                    ৳ 21,750.00",https://medex.com.bd/brands/11674/actemra-200mg
Acteria,Oral Powder,Radiant Nutraceuticals Ltd.,4 billion/sachet,"4 billion sachet :
            
                                    ৳ 42.00",https://medex.com.bd/brands/30871/acteria-4billion
Acteria,Capsule,Radiant Nutraceuticals Ltd.,4 billion,Unit Price : ৳ 40.00,https://medex.com.bd/brands/27602/acteria-4billion
Acticol,Syrup,GlaxoSmithKline,15 mg/5 ml,"100 ml bottle :
            
                                    ৳ 40.00",https://medex.com.bd/brands/533/acticol-15mg
Actidex,Tablet,Incepta Pharmaceuticals Ltd.,25 mg,Unit Price : ৳ 4.00,https://medex.com.bd/brands/31092/actidex-25mg
Actifast,Tablet,Social Marketing Company,10 mg,Unit Price : ৳ 10.00,https://medex.com.bd/brands/21287/actifast-10mg
Actilac,Concentrated Oral Solution,Healthcare Pharmaceuticals Ltd.,3.35 gm/5 ml,"100 ml syrup :
            
                                    ৳ 125.00",https://medex.com.bd/brands/2374/actilac-335gm
Actilyse,IV Infusion,Radiant Pharmaceuticals Ltd.,1 mg/1 ml,"50 mg vial :
            
                                    ৳ 50,000.00",https://medex.com.bd/brands/27604/actilyse-1mg
Actisal,Tablet,Silva Pharmaceuticals Ltd.,1 mg,Unit Price : ৳ 0.90,https://medex.com.bd/brands/3541/actisal-1mg
Actisal,Syrup,Silva Pharmaceuticals Ltd.,1 mg/5 ml,"50 ml bottle :
            
                                    ৳ 25.00",https://medex.com.bd/brands/3543/actisal-1mg
Actisal,Tablet,Silva Pharmaceuticals Ltd.,2 mg,Unit Price : ৳ 1.71,https://medex.com.bd/brands/3542/actisal-2mg
Activa,Tablet,Pacific Pharmaceuticals Ltd.,50 mg,Unit Price : ৳ 25.00,https://medex.com.bd/brands/28501/activa-50mg
Activa,Tablet,Pacific Pharmaceuticals Ltd.,100 mg,Unit Price : ৳ 40.00,https://medex.com.bd/brands/28502/activa-100mg
Active Plus,Tablet,The White Horse Pharma,6 mg+200 mg+50 mg,Unit Price : ৳ 2.50,https://medex.com.bd/brands/27902/active-plus-6mg
Activit Gold,Tablet,Delta Pharma Ltd.,,Unit Price : ৳ 7.00,https://medex.com.bd/brands/14084/activit-gold
Activit Silver,Tablet,Delta Pharma Ltd.,,Unit Price : ৳ 7.00,https://medex.com.bd/brands/14137/activit-silver
Activit Z,Syrup,Delta Pharma Ltd.,,"100 ml bottle :
            
                                    ৳ 45.00",https://medex.com.bd/brands/14675/activit-z
Activit ZI,Syrup,Delta Pharma Ltd.,,"100 ml bottle :
            
                                    ৳ 50.00",https://medex.com.bd/brands/13360/activit-zi
Actizen,Tablet,Ambee Pharmaceuticals Ltd.,10 mg,Unit Price : ৳ 2.03,https://medex.com.bd/brands/11911/actizen-10mg
Actizen,Syrup,Ambee Pharmaceuticals Ltd.,5 mg/5 ml,"60 ml bottle :
            
                                    ৳ 16.06",https://medex.com.bd/brands/11912/actizen-5mg
Actol,Oral Suspension,Somatec Pharmaceuticals Ltd.,120 mg/5 ml,"60 ml bottle :
            
                                    ৳ 20.70",https://medex.com.bd/brands/10398/actol-120mg
Actolin,Tablet,Globe Pharmaceuticals Ltd.,4 mg,Unit Price : ৳ 0.40,https://medex.com.bd/brands/29168/actolin-4mg
Actolin,Syrup,Globe Pharmaceuticals Ltd.,2 mg/5 ml,"100 ml bottle :
            
                                    ৳ 23.00",https://medex.com.bd/brands/3425/actolin-2mg
Actomeg,Tablet,UniMed UniHealth,15 mg+850 mg,Unit Price : ৳ 10.00,https://medex.com.bd/brands/5636/actomeg-15mg
Actomeg,Tablet,UniMed UniHealth,15 mg+500 mg,Unit Price : ৳ 9.00,https://medex.com.bd/brands/5635/actomeg-15mg
